AIRLINE_ID,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,DISTANCE,RAMP_TO_RAMP,AIR_TIME,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,YEAR,QUARTER,MONTH,DISTANCE_GROUP,CLASS
20500,11292,11986,1015,286,241,2,2,81740,320,287,0,194,2017,2,6,1,F
20500,11423,11292,589,206,176,2,2,35220,140,133,0,0,2017,2,6,3,F
20304,11109,11292,73,84,38,2,2,35220,140,122,0,0,2017,2,6,2,F
20304,11292,11109,73,78,36,2,2,37480,140,125,0,0,2017,2,6,1,F
20304,11292,11921,212,134,83,2,2,37480,140,124,0,0,2017,2,6,1,F
20304,11292,12003,624,236,191,2,2,30400,152,87,0,0,2017,2,6,1,F
20304,11292,14057,991,328,287,2,2,30400,152,91,0,0,2017,2,6,2,F
20304,11292,14683,794,282,227,2,2,30400,152,146,0,0,2017,2,6,2,F
20304,11638,11109,833,169,129,2,2,30400,152,138,0,0,2017,2,6,2,F
20304,11921,10372,89,112,73,2,1,13500,50,0,0,0,2017,2,6,2,F
20304,11921,11292,212,130,76,2,2,36480,139,73,0,0,2017,2,6,1,F
20304,11921,11298,773,242,196,2,2,30400,152,64,0,0,2017,2,6,1,F
20304,12003,11292,624,204,161,2,2,37480,140,0,0,0,2017,2,6,2,F
20304,13930,11921,1100,440,394,2,2,30400,152,65,0,0,2017,2,6,2,F
20304,14679,11292,853,308,243,2,2,37480,140,96,0,0,2017,2,6,3,F
20304,15919,11292,616,223,178,2,2,30400,152,145,0,0,2017,2,6,2,F
19977,10397,11292,1199,416,310,2,2,37480,140,108,0,0,2017,2,6,2,F
19977,11193,11292,1069,326,294,2,2,72337,300,223,375,2511,2017,2,6,3,F
19977,11278,11292,1476,471,413,2,2,72444,300,112,106,0,2017,2,6,3,F
19977,11292,10397,1199,338,296,2,2,77848,332,314,0,0,2017,2,6,3,F
19977,11292,10721,1754,491,440,2,2,70337,300,275,1391,2529,2017,2,6,3,F
19977,11292,11278,1476,371,334,2,2,66423,256,244,0,2664,2017,2,6,4,F
19977,11292,11884,836,271,230,2,2,85088,332,322,0,0,2017,2,6,3,F
19977,11292,12278,420,139,107,2,2,73424,300,269,46,0,2017,2,6,2,F
19977,11292,14492,1436,368,328,2,2,84704,332,180,0,0,2017,2,6,1,F
19977,11292,14689,916,276,241,2,2,82724,332,318,33,1852,2017,2,6,3,F
19977,11292,15304,1506,426,385,2,2,73244,300,205,0,0,2017,2,6,2,F
19977,11292,15376,639,217,182,2,2,71109,256,243,104,3055,2017,2,6,4,F
19977,11603,11292,996,271,236,2,2,73314,300,250,114,0,2017,2,6,2,F
19977,11618,11292,1605,536,450,2,2,83719,332,273,0,0,2017,2,6,2,F
19977,11884,11292,836,238,205,2,2,70764,256,211,19,957,2017,2,6,4,F
19977,11986,11292,1015,322,286,2,2,73634,300,255,62,0,2017,2,6,2,F
19977,12278,11292,420,177,136,2,2,73000,300,220,4,0,2017,2,6,3,F
19977,12889,11292,628,214,175,2,2,78004,332,149,20,0,2017,2,6,1,F
19977,15304,11292,1506,422,381,2,2,58924,256,166,0,698,2017,2,6,2,F
19977,15376,11292,639,208,172,2,2,69419,256,243,1,1532,2017,2,6,4,F
19393,10713,11292,649,214,166,2,2,59414,300,228,7,0,2017,2,6,2,F
19393,11292,10140,349,135,101,2,2,64400,286,217,0,0,2017,2,6,2,F
19393,11292,10821,1491,401,363,2,2,86800,350,49,173,0,2017,2,6,1,F
19393,11292,10994,1449,392,345,2,2,64400,286,165,190,0,2017,2,6,3,F
19393,11292,11066,1154,321,283,2,2,64400,286,274,59,0,2017,2,6,3,F
19393,11292,11884,836,267,237,2,2,64400,286,254,1128,0,2017,2,6,3,F
19393,11292,14730,1024,305,270,2,2,64400,286,265,431,0,2017,2,6,2,F
19393,11292,14869,391,150,124,2,2,64400,286,253,208,0,2017,2,6,3,F
19393,11884,11292,836,239,207,2,2,64400,286,204,565,0,2017,2,6,1,F
19393,14057,11292,991,294,245,2,2,64400,286,281,0,0,2017,2,6,2,F
19393,14679,11292,853,278,239,2,2,64400,286,274,1579,0,2017,2,6,2,F
19393,14747,11292,1024,323,260,2,2,64400,286,275,13,0,2017,2,6,2,F
19393,14831,11292,948,294,252,2,2,64400,286,256,43,0,2017,2,6,3,F
20452,11066,11292,1154,382,334,2,2,64400,286,236,210,0,2017,2,6,2,F
20452,11292,10599,1083,291,251,2,2,43606,152,104,0,0,2017,2,6,3,F
20452,11292,11066,1154,331,270,2,2,43606,152,112,0,0,2017,2,6,3,F
20452,11292,13487,680,247,188,2,2,43606,152,137,0,0,2017,2,6,3,F
20452,11292,15370,541,174,139,2,2,38184,140,132,0,0,2017,2,6,2,F
20452,13851,11292,495,196,149,2,2,43606,152,127,0,0,2017,2,6,2,F
20436,11292,13485,826,254,210,2,2,38184,140,137,0,0,2017,2,6,1,F
20436,11292,13487,680,226,177,2,2,60000,300,274,0,0,2017,2,6,2,F
20436,11292,14492,1436,345,311,2,2,72000,360,295,0,0,2017,2,6,2,F
20436,11292,14683,794,238,198,2,2,73200,360,290,0,0,2017,2,6,3,F
20436,13485,11292,826,301,258,2,2,73200,360,299,0,0,2017,2,6,2,F
20436,14492,11292,1436,482,416,2,2,60000,300,242,0,0,2017,2,6,2,F
20436,14683,11292,794,257,215,2,2,73200,360,289,0,0,2017,2,6,3,F
20107,11292,10620,455,159,118,2,2,73200,360,299,0,0,2017,2,6,2,F
20107,11292,11540,563,248,195,2,2,126608,0,0,39954,0,2017,2,6,1,G
20363,11193,11292,1069,361,326,2,2,213861,0,0,67964,0,2017,2,6,2,G
20363,11292,11193,1069,288,248,2,2,43004,152,143,0,0,2017,2,6,3,F
19917,11292,14869,391,166,114,2,2,43004,152,139,0,0,2017,2,6,3,F
19805,11298,11292,641,391,307,2,2,159510,0,0,33216,0,2017,2,6,1,G
20500,10849,11292,524,268,206,3,3,120700,480,396,2100,0,2017,2,6,2,F
20500,11292,10849,524,309,239,3,3,52830,210,177,0,0,2017,2,6,2,F
20500,11292,13487,680,342,277,3,3,52830,210,199,0,0,2017,2,6,2,F
20500,11292,14730,1024,456,362,3,3,52830,210,199,0,0,2017,2,6,2,F
20500,13367,11292,752,419,353,3,3,52830,210,191,0,0,2017,2,6,3,F
20500,14730,11292,1024,517,449,3,3,52830,210,166,0,0,2017,2,6,2,F
20304,10140,11292,349,218,167,3,3,52830,210,199,0,0,2017,2,6,3,F
20304,10279,11292,359,215,168,3,3,56220,210,166,0,0,2017,2,6,1,F
20304,10849,11292,524,325,211,3,3,40500,150,143,0,0,2017,2,6,1,F
20304,11292,10279,359,219,160,3,3,56220,210,136,0,0,2017,2,6,2,F
20304,11292,10849,524,301,239,3,3,40500,150,119,0,0,2017,2,6,1,F
20304,11292,11193,1069,508,424,3,3,56220,210,193,0,0,2017,2,6,2,F
20304,11292,11267,1085,444,381,3,3,45600,228,211,0,0,2017,2,6,3,F
20304,11292,11986,1015,406,350,3,3,45600,228,192,0,0,2017,2,6,3,F
20304,11292,12896,456,234,188,3,3,54980,210,203,0,0,2017,2,6,3,F
20304,11292,13502,196,168,102,3,3,40500,150,115,0,0,2017,2,6,1,F
20304,11292,13891,819,442,357,3,3,40500,150,135,0,0,2017,2,6,1,F
20304,11292,14107,602,350,265,3,3,40500,150,141,0,0,2017,2,6,2,F
20304,11292,14262,776,406,334,3,3,54980,210,192,0,0,2017,2,6,2,F
20304,11292,14489,898,452,368,3,3,40500,150,131,0,0,2017,2,6,2,F
20304,11292,14683,794,396,312,3,3,56220,210,131,0,0,2017,2,6,2,F
20304,11292,15370,541,294,230,3,3,56220,210,201,0,0,2017,2,6,2,F
20304,11423,11292,589,360,298,3,3,56220,210,206,0,0,2017,2,6,2,F
20304,12892,11921,655,447,388,3,3,40500,150,147,0,0,2017,2,6,2,F
20304,12896,11292,456,263,211,3,3,55220,209,89,0,0,2017,2,6,2,F
20304,13502,11292,196,195,113,3,3,40500,150,90,0,0,2017,2,6,1,F
20304,13891,11292,819,403,335,3,3,40500,150,140,0,0,2017,2,6,1,F
20304,14107,11292,602,329,243,3,3,40500,150,147,0,0,2017,2,6,2,F
20304,14457,11292,300,191,146,3,3,54980,210,204,0,0,2017,2,6,2,F
19977,10800,11292,850,387,329,3,3,56220,210,107,0,0,2017,2,6,1,F
19977,10821,11292,1491,680,635,3,3,122849,486,333,0,0,2017,2,6,2,F
19977,11057,11292,1337,627,544,3,3,107090,384,368,133,0,2017,2,6,3,F
19977,11292,10397,1199,528,440,3,3,116827,486,446,130,0,2017,2,6,3,F
19977,11292,11618,1605,653,547,3,3,106955,384,358,472,5334,2017,2,6,3,F
19977,11292,13198,533,278,216,3,3,101729,384,346,568,3821,2017,2,6,4,F
19977,11292,14262,776,366,305,3,3,136854,537,462,0,4386,2017,2,6,2,F
19977,13851,11292,495,276,219,3,3,98048,450,331,0,0,2017,2,6,2,F
19977,13930,11292,888,454,374,3,3,125837,498,471,64,0,2017,2,6,1,F
19977,14262,11292,776,355,305,3,3,107620,384,346,1505,0,2017,2,6,2,F
19977,14492,11292,1436,658,575,3,3,104148,450,379,34,0,2017,2,6,2,F
19393,10140,11292,349,236,179,3,3,118898,498,482,20,0,2017,2,6,3,F
19393,10257,11292,1610,726,679,3,3,96600,429,336,884,0,2017,2,6,1,F
19393,10397,11292,1199,597,502,3,3,130200,525,465,0,0,2017,2,6,4,F
19393,10529,11292,1671,762,716,3,3,96600,429,412,119,0,2017,2,6,3,F
19393,11292,10994,1449,576,517,3,3,103800,429,394,1352,0,2017,2,6,4,F
19393,11292,12339,977,409,355,3,3,130200,525,513,451,0,2017,2,6,3,F
19393,11292,12954,854,415,364,3,3,96600,429,388,368,0,2017,2,6,2,F
19393,11292,13198,533,275,226,3,3,96600,429,383,0,0,2017,2,6,2,F
19393,11292,13495,1062,296,260,3,3,96600,429,400,318,0,2017,2,6,2,F
19393,11292,13495,1062,431,388,3,2,86800,350,347,137,0,2017,2,6,3,F
19393,11292,13871,472,258,189,3,3,96600,429,424,107,0,2017,2,6,3,F
19393,11292,13891,819,407,351,3,3,96600,429,391,40,0,2017,2,6,1,F
19393,11292,13931,1553,574,523,3,3,96600,429,385,2230,0,2017,2,6,2,F
19393,11292,14683,794,382,323,3,3,103800,429,417,95,0,2017,2,6,4,F
19393,11292,14747,1024,517,461,3,3,130200,525,481,0,0,2017,2,6,2,F
19393,11292,14831,948,432,386,3,3,96600,429,417,1828,0,2017,2,6,3,F
19393,11292,14893,909,457,389,3,3,96600,429,330,18,0,2017,2,6,2,F
19393,11292,15376,639,318,274,3,3,96600,429,350,326,0,2017,2,6,2,F
19393,12339,11292,977,513,463,3,3,96600,429,374,559,0,2017,2,6,2,F
19393,12954,11292,854,389,342,3,3,96600,423,395,1105,0,2017,2,6,2,F
19393,13495,11292,1062,483,433,3,3,96600,429,380,0,0,2017,2,6,2,F
19393,13871,11292,472,263,212,3,3,96600,429,427,0,0,2017,2,6,3,F
19393,13891,11292,819,375,333,3,3,96600,429,311,397,0,2017,2,6,1,F
19393,13931,11292,1553,672,630,3,3,96600,429,400,833,0,2017,2,6,2,F
20452,10140,11292,349,246,169,3,3,130200,525,508,0,0,2017,2,6,4,F
20452,10599,11292,1083,524,455,3,3,65409,228,203,0,0,2017,2,6,1,F
20452,11042,11292,1201,578,523,3,3,65409,228,144,0,0,2017,2,6,3,F
20452,11292,10140,349,226,152,3,3,57276,210,200,0,0,2017,2,6,3,F
20452,11292,10693,1014,467,375,3,3,65409,228,193,0,0,2017,2,6,1,F
20452,11292,11540,563,318,250,3,3,65409,228,190,0,0,2017,2,6,3,F
20452,11292,13244,872,384,318,3,3,57276,210,169,0,0,2017,2,6,2,F
20452,11292,13851,495,285,216,3,3,57276,210,197,0,0,2017,2,6,2,F
20452,11292,15919,616,329,237,3,3,65409,228,213,0,0,2017,2,6,1,F
20452,11298,11292,641,382,291,3,3,57276,210,122,0,0,2017,2,6,2,F
20452,11423,11292,589,400,273,3,3,57276,210,198,0,0,2017,2,6,2,F
20452,13244,11292,872,420,353,3,3,65409,228,196,0,0,2017,2,6,2,F
20452,13487,11292,680,370,277,3,3,65409,228,200,0,0,2017,2,6,2,F
20452,13495,11292,1062,482,425,3,3,57276,210,198,0,0,2017,2,6,2,F
20452,13871,11292,472,293,222,3,3,57276,210,197,0,0,2017,2,6,3,F
20452,14683,11292,794,409,330,3,3,57276,210,206,0,0,2017,2,6,1,F
20452,15919,11292,616,335,272,3,3,57276,210,192,0,0,2017,2,6,2,F
20436,11003,11292,692,364,289,3,3,57276,210,130,0,0,2017,2,6,2,F
20436,11292,11003,692,343,271,3,3,90000,450,425,0,0,2017,2,6,2,F
20436,11292,12339,977,403,344,3,3,90000,450,424,0,0,2017,2,6,2,F
20436,12339,11292,977,527,420,3,3,138000,690,445,0,0,2017,2,6,2,F
20436,13487,11292,680,365,281,3,3,138000,690,517,0,0,2017,2,6,2,F
20237,10620,11292,455,256,204,3,3,109200,540,381,0,0,2017,2,6,2,F
20237,11292,10620,455,287,209,3,3,33354,150,126,0,0,2017,2,6,1,F
20237,11292,14783,637,307,244,3,3,33354,150,100,0,0,2017,2,6,1,F
20237,11292,14814,792,366,306,3,3,33354,150,123,0,0,2017,2,6,2,F
20237,11292,15376,639,350,286,3,3,33354,150,132,0,0,2017,2,6,2,F
20237,13198,11292,533,313,258,3,3,33354,150,141,0,0,2017,2,6,2,F
20237,14814,11292,792,396,342,3,3,33354,150,143,0,0,2017,2,6,2,F
20237,15376,11292,639,341,280,3,3,33354,150,92,0,0,2017,2,6,2,F
20366,13930,11109,911,464,392,3,3,33354,150,139,0,0,2017,2,6,2,F
19917,13891,11292,819,376,311,3,3,30000,150,142,0,0,2017,2,6,2,F
21167,11921,12892,655,512,363,3,3,239265,0,0,70464,0,2017,2,6,2,G
21167,12892,11921,655,452,358,4,4,79544,304,126,0,0,2017,2,6,2,F
19805,11292,11298,641,427,337,4,4,79544,304,169,0,0,2017,2,6,2,F
19805,11298,11292,641,494,380,4,4,146200,560,483,0,0,2017,2,6,2,F
20500,10140,11292,349,294,229,4,4,146200,560,541,11,0,2017,2,6,2,F
20500,11292,10140,349,279,210,4,4,70440,280,210,0,0,2017,2,6,1,F
20500,11292,11298,641,489,361,4,4,70440,280,265,0,0,2017,2,6,1,F
20500,11298,11292,641,518,364,4,4,70440,280,255,0,0,2017,2,6,2,F
20304,11292,11884,836,619,516,4,4,70440,280,274,0,0,2017,2,6,2,F
20304,11292,13486,679,530,425,4,4,54000,200,188,0,0,2017,2,6,2,F
20304,11292,13487,680,465,365,4,4,60800,304,260,0,0,2017,2,6,2,F
20304,11292,14783,637,424,332,4,4,60800,304,277,0,0,2017,2,6,2,F
20304,11413,12892,640,427,350,4,4,74960,280,236,0,0,2017,2,6,2,F
20304,11884,11292,836,539,436,4,4,74960,280,164,0,0,2017,2,6,2,F
20304,12892,11413,640,420,344,4,4,54000,200,187,0,0,2017,2,6,2,F
20304,13198,11292,533,458,352,4,4,74960,280,160,0,0,2017,2,6,2,F
20304,13486,11292,679,449,361,4,4,54000,200,191,0,0,2017,2,6,2,F
20304,13487,11292,680,548,414,4,4,60800,304,168,0,0,2017,2,6,2,F
20304,13871,11292,472,409,317,4,4,60800,304,293,0,0,2017,2,6,2,F
20304,14783,11292,637,488,362,4,4,47000,200,144,0,0,2017,2,6,1,F
19977,10397,11292,1199,724,648,4,4,74960,280,253,0,0,2017,2,6,2,F
19977,10849,11292,524,365,291,4,4,142952,512,462,153,6943,2017,2,6,3,F
19977,11003,11292,692,508,405,4,4,164811,704,509,0,0,2017,2,6,2,F
19977,11066,11292,1154,720,653,4,4,125284,600,395,31,0,2017,2,6,2,F
19977,11066,11292,1154,756,668,4,4,155101,664,577,225,1540,2017,2,6,3,F
19977,11193,11292,1069,670,572,4,4,136041,600,540,484,366,2017,2,6,3,F
19977,11292,10713,649,443,356,4,4,143189,512,438,24,0,2017,2,6,3,F
19977,11292,10849,524,356,295,4,4,137929,600,555,575,0,2017,2,6,2,F
19977,11292,11057,1337,730,621,4,4,185611,704,623,125,0,2017,2,6,2,F
19977,11292,11066,1154,645,552,4,4,156705,652,571,111,0,2017,2,6,3,F
19977,11292,11066,1154,613,538,4,4,165940,664,588,104,180,2017,2,6,3,F
19977,11292,11603,996,606,535,4,4,144521,600,503,276,704,2017,2,6,3,F
19977,11292,11648,752,473,405,4,4,156861,652,479,5,0,2017,2,6,2,F
19977,11292,12982,3414,1766,1681,4,4,140058,600,545,119,0,2017,2,6,2,F
19977,11292,13485,826,620,528,4,4,189366,676,638,0,0,2017,2,6,7,F
19977,11292,13495,1062,597,533,4,5,201956,830,754,5,0,2017,2,6,2,F
19977,11292,14100,1558,837,738,4,4,137741,512,456,209,2448,2017,2,6,3,F
19977,11292,14100,1558,772,700,4,4,159711,664,615,1272,4337,2017,2,6,4,F
19977,11292,14570,804,541,459,4,4,144162,512,397,593,2230,2017,2,6,4,F
19977,11292,14771,967,593,484,4,4,154589,716,497,24,0,2017,2,6,2,F
19977,11433,11292,1123,715,635,4,4,561174,1464,668,3711,0,2017,2,6,2,F
19977,11648,11292,752,474,401,4,4,175495,716,684,5,6610,2017,2,6,3,F
19977,12982,11292,3414,1593,1526,4,4,144598,600,397,5,0,2017,2,6,2,F
19977,13485,11292,826,569,461,4,4,183058,676,642,0,0,2017,2,6,7,F
19977,14570,11292,804,488,408,4,4,154028,664,617,112,0,2017,2,6,2,F
19393,10140,11292,349,265,209,4,4,164356,716,650,19,0,2017,2,6,2,F
19393,10994,11292,1449,841,768,4,4,173600,700,660,1861,0,2017,2,6,1,F
19393,11292,10423,775,479,411,4,4,173600,700,624,0,0,2017,2,6,3,F
19393,11292,13931,1553,784,718,4,4,128800,566,506,505,0,2017,2,6,2,F
19393,11292,14679,853,577,466,4,4,173600,700,651,36,0,2017,2,6,4,F
19393,11292,14683,794,473,410,4,4,128800,572,549,0,0,2017,2,6,2,F
19393,11292,14831,948,570,508,4,4,128800,572,553,387,0,2017,2,6,2,F
19393,13342,11292,896,581,510,4,4,173600,700,677,509,0,2017,2,6,2,F
19393,13487,11292,680,470,391,4,4,128800,572,561,165,0,2017,2,6,2,F
19393,13931,11292,1553,936,853,4,4,128800,572,543,1591,0,2017,2,6,2,F
19393,14683,11292,794,501,436,4,4,138400,572,542,0,0,2017,2,6,4,F
19393,14869,11292,391,339,237,4,4,173600,700,649,0,0,2017,2,6,2,F
19393,15376,11292,639,426,360,4,4,128800,572,516,8,0,2017,2,6,1,F
20452,11292,12339,977,593,493,4,4,128800,572,551,82,0,2017,2,6,2,F
20452,11292,14683,794,514,422,4,4,87212,304,276,0,0,2017,2,6,2,F
20452,11540,11292,563,446,339,4,4,76368,280,256,0,0,2017,2,6,2,F
20452,14869,11292,391,347,232,4,4,76368,280,242,0,0,2017,2,6,2,F
20436,11292,13342,896,557,460,4,4,87212,304,208,0,0,2017,2,6,1,F
20436,11292,14908,846,558,466,4,4,145200,720,693,0,0,2017,2,6,2,F
20436,13342,11292,896,611,527,4,4,120000,600,561,0,0,2017,2,6,2,F
20436,14908,11292,846,557,434,4,4,145200,720,577,0,0,2017,2,6,2,F
20422,11292,13487,680,425,353,4,4,120000,600,567,0,0,2017,2,6,2,F
20237,11292,12278,420,344,236,4,4,170239,648,505,0,1286,2017,2,6,2,F
20237,12278,11292,420,322,264,4,4,44472,200,185,0,0,2017,2,6,1,F
20398,13502,13930,1081,473,401,4,4,44472,200,158,0,0,2017,2,6,1,F
20398,13930,13502,1081,680,593,4,3,50400,193,146,0,0,2017,2,6,3,F
19917,11292,10800,850,581,472,4,4,67200,258,211,0,0,2017,2,6,3,F
19917,11292,14730,1024,596,499,4,4,432100,0,0,153735,0,2017,2,6,2,G
19917,11292,14869,391,320,240,4,4,424400,0,0,243523,0,2017,2,6,3,G
19917,14869,11292,391,283,212,4,4,470180,0,0,173084,0,2017,2,6,1,G
20500,11292,11003,692,580,440,4,4,470180,0,0,171992,0,2017,2,6,1,G
20500,11292,12339,977,751,609,5,5,88050,350,281,0,0,2017,2,6,2,F
20500,12339,11292,977,741,657,5,5,88050,350,308,0,0,2017,2,6,2,F
20304,10620,11292,455,486,335,5,5,88050,350,328,0,0,2017,2,6,2,F
20304,11292,10397,1199,928,791,5,5,64000,250,163,0,0,2017,2,6,1,F
20304,11292,10620,455,438,350,5,5,76000,380,359,0,0,2017,2,6,3,F
20304,11292,11042,1201,919,790,5,5,64000,250,180,0,0,2017,2,6,1,F
20304,11292,11413,250,322,225,5,5,76000,380,365,0,0,2017,2,6,3,F
20304,11292,11648,752,615,508,5,5,93700,350,280,0,0,2017,2,6,1,F
20304,11292,12278,420,428,316,5,5,93700,350,314,0,0,2017,2,6,2,F
20304,11292,13198,533,539,407,5,5,76000,380,364,0,0,2017,2,6,1,F
20304,11292,13244,872,723,572,5,5,67500,250,228,0,0,2017,2,6,2,F
20304,11292,13433,604,502,403,5,5,93700,350,299,0,0,2017,2,6,2,F
20304,11292,13871,472,339,263,5,5,93700,350,192,0,0,2017,2,6,2,F
20304,11292,14689,916,791,662,5,4,47000,200,142,0,0,2017,2,6,1,F
20304,11413,11292,250,350,235,5,5,67500,250,197,0,0,2017,2,6,2,F
20304,13198,11292,533,513,404,5,5,93700,350,230,0,0,2017,2,6,1,F
20304,13244,11292,872,741,638,5,5,93700,350,335,0,0,2017,2,6,2,F
20304,14262,11292,776,534,426,5,5,76000,380,357,0,0,2017,2,6,2,F
20304,14869,11292,391,348,235,5,4,54000,200,124,0,0,2017,2,6,2,F
19977,10713,11292,649,540,437,5,4,73960,279,201,0,0,2017,2,6,1,F
19977,11057,11292,1337,1037,907,5,5,178092,750,738,471,0,2017,2,6,2,F
19977,11292,10821,1491,980,856,5,5,219754,895,852,99,0,2017,2,6,3,F
19977,11292,11003,692,564,441,5,5,164357,640,581,62,2205,2017,2,6,3,F
19977,11292,11057,1337,929,816,5,5,173288,750,461,4,0,2017,2,6,2,F
19977,11292,11193,1069,786,660,5,5,219154,895,813,24,0,2017,2,6,3,F
19977,11292,11618,1605,1012,900,5,5,179325,640,500,90,0,2017,2,6,3,F
19977,11292,11884,836,665,587,5,5,494650,1820,1483,31037,37,2017,2,6,4,F
19977,11292,13264,964,785,681,5,5,179937,640,528,136,0,2017,2,6,2,F
19977,11292,13891,819,626,542,5,5,155745,750,632,42,0,2017,2,6,2,F
19977,11292,14831,948,887,758,5,5,183219,750,602,8,0,2017,2,6,2,F
19977,11292,14893,909,721,623,5,6,214834,900,694,155,0,2017,2,6,2,F
19977,11292,15376,639,552,456,5,5,182492,750,592,0,7649,2017,2,6,2,F
19977,11697,11292,1703,1298,1117,5,5,179711,640,490,128,0,2017,2,6,2,F
19977,11884,11292,836,611,506,5,5,199330,830,823,52,0,2017,2,6,4,F
19977,13198,11292,533,497,399,5,5,173090,640,564,33,0,2017,2,6,2,F
19977,13851,11292,495,502,355,5,5,237436,895,697,109,4105,2017,2,6,2,F
19977,13891,11292,819,626,528,5,5,243490,895,804,0,0,2017,2,6,1,F
19977,14057,11292,991,707,618,5,5,175729,750,656,54,0,2017,2,6,2,F
19977,14747,11292,1024,755,634,5,5,208982,830,699,460,0,2017,2,6,2,F
19977,14831,11292,948,717,621,5,5,165519,640,605,50,301,2017,2,6,3,F
19977,15376,11292,639,551,476,5,5,170187,640,613,0,0,2017,2,6,2,F
19393,10693,11292,1014,830,736,5,5,170921,640,619,27,0,2017,2,6,2,F
19393,11292,12954,854,689,598,5,5,161000,715,619,1612,0,2017,2,6,3,F
19393,11292,13487,680,530,448,5,5,173000,715,633,0,0,2017,2,6,2,F
19393,11292,15016,770,578,498,5,5,161000,715,665,1845,0,2017,2,6,2,F
19393,12191,11292,883,700,622,5,5,161000,715,697,1226,0,2017,2,6,2,F
19393,12954,11292,854,643,564,5,5,161000,715,686,1674,0,2017,2,6,2,F
19393,13851,11292,495,422,350,5,5,173000,715,673,0,0,2017,2,6,2,F
19393,14122,11292,1290,987,899,5,5,217000,875,715,139,0,2017,2,6,1,F
19393,15016,11292,770,683,592,5,5,217000,875,821,0,0,2017,2,6,3,F
20452,15016,11292,770,655,545,5,5,161000,715,700,832,0,2017,2,6,2,F
20436,11292,14107,602,606,442,5,5,95460,350,331,0,0,2017,2,6,2,F
20436,14107,11292,602,533,396,5,5,230000,1150,877,0,0,2017,2,6,2,F
20422,13487,11292,680,581,474,5,5,230000,1150,1091,0,0,2017,2,6,2,F
20237,11292,11003,692,545,449,5,5,213845,810,653,0,1785,2017,2,6,2,F
20358,11233,11292,90,199,133,5,5,55590,250,209,0,0,2017,2,6,2,F
20358,11292,11233,90,202,135,5,5,22500,95,14,0,0,2017,2,6,1,F
20500,11292,13244,872,807,640,5,5,22500,95,13,0,0,2017,2,6,1,F
20500,13487,11292,680,834,598,6,6,105660,420,387,0,0,2017,2,6,2,F
20500,13502,13930,1081,994,809,6,6,105660,420,390,0,0,2017,2,6,2,F
20500,13930,13502,1081,1074,902,6,6,105660,420,349,0,0,2017,2,6,3,F
20304,10397,11292,1199,1229,1019,6,6,105660,420,332,0,0,2017,2,6,3,F
20304,11042,11292,1201,1198,1029,6,6,112440,420,382,0,0,2017,2,6,3,F
20304,11109,12892,834,941,740,6,6,91200,456,421,0,0,2017,2,6,3,F
20304,11292,11057,1337,1214,1020,6,6,91200,456,363,0,0,2017,2,6,2,F
20304,11292,13264,964,1014,828,6,6,91200,456,412,0,0,2017,2,6,3,F
20304,11292,13964,1040,1103,939,6,6,81000,300,272,0,0,2017,2,6,2,F
20304,11423,11292,589,640,515,6,6,91200,456,190,0,0,2017,2,6,3,F
20304,11648,11292,752,751,603,6,6,112440,420,330,0,0,2017,2,6,2,F
20304,12278,11292,420,501,389,6,6,112440,420,329,0,0,2017,2,6,2,F
20304,13244,11292,872,891,716,6,6,91200,456,384,0,0,2017,2,6,1,F
20304,13433,11292,604,601,492,6,6,112440,420,392,0,0,2017,2,6,2,F
20304,13964,11292,1040,911,790,6,6,112440,420,325,0,0,2017,2,6,2,F
20304,14489,11292,898,756,642,6,6,91200,456,222,0,0,2017,2,6,3,F
20304,14689,11292,916,928,774,6,6,112440,420,300,0,0,2017,2,6,2,F
20304,15370,11292,541,602,482,6,6,77500,300,248,0,0,2017,2,6,2,F
20304,15376,11292,639,671,544,6,6,112440,420,382,0,0,2017,2,6,2,F
19977,10423,11292,775,747,618,6,6,112440,420,375,0,0,2017,2,6,2,F
19977,11292,11433,1123,959,829,6,6,229852,1074,937,174,3035,2017,2,6,2,F
19977,11292,11986,1015,862,719,6,6,279180,1074,850,86,7332,2017,2,6,3,F
19977,11292,12339,977,818,690,6,6,218358,900,727,0,0,2017,2,6,3,F
19977,11292,13198,533,540,436,6,6,244614,984,930,0,310,2017,2,6,2,F
19977,11292,13342,896,813,647,6,6,213159,900,795,0,6981,2017,2,6,2,F
19977,11292,13495,1062,896,781,6,6,215633,900,780,2,0,2017,2,6,2,F
19977,11618,11292,1605,1430,1246,6,6,204199,900,811,0,1316,2017,2,6,3,F
19977,12339,11292,977,926,822,6,6,597376,2184,2053,65896,24545,2017,2,6,4,F
19977,12339,11292,977,962,854,6,6,220146,984,954,0,2309,2017,2,6,2,F
19977,13264,11292,964,824,713,6,6,196685,768,755,34,7586,2017,2,6,2,F
19977,13342,11292,896,899,771,6,6,218579,900,755,0,0,2017,2,6,2,F
19977,14100,11292,1558,1495,1270,6,6,208319,900,817,122,0,2017,2,6,2,F
19393,11292,11697,1703,1336,1240,6,6,204040,900,761,121,7850,2017,2,6,4,F
19393,11292,12451,1447,1378,1242,6,6,207600,858,801,0,0,2017,2,6,4,F
